id,ad_groups,asin,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate
709,350,B0041VGWGA,8/14/19,131,0,0,NULL,0,NULL,NULL,0,0,0,NULL
710,350,B0041VGWGA,8/15/19,122,0,0,NULL,0,NULL,NULL,0,0,0,NULL
711,350,B0041VGWGA,8/16/19,122,0,0,NULL,0,NULL,NULL,0,0,0,NULL
712,350,B0041VGWGA,8/17/19,136,0,0,NULL,0,NULL,NULL,0,0,0,NULL
713,60,B009V0ZMO4,8/11/19,32,0,0,NULL,0,NULL,NULL,0,0,0,NULL
714,60,B009V0ZMO4,8/12/19,36,0,0,NULL,0,NULL,NULL,0,0,0,NULL
715,60,B009V0ZMO4,8/13/19,68,0,0,NULL,0,NULL,NULL,0,0,0,NULL
716,60,B009V0ZMO4,8/14/19,26,0,0,NULL,0,NULL,NULL,0,0,0,NULL
717,60,B009V0ZMO4,8/15/19,33,0,0,NULL,0,NULL,NULL,0,0,0,NULL
718,60,B009V0ZMO4,8/16/19,18,0,0,NULL,0,NULL,NULL,0,0,0,NULL
719,60,B009V0ZMO4,8/17/19,20,0,0,NULL,0,NULL,NULL,0,0,0,NULL
720,60,B00AOJCERY,8/17/19,4,0,0,NULL,0,NULL,NULL,0,0,0,NULL
721,68,B00AOJCETC,8/11/19,3227,7,0.002169,1.41,9.89,NULL,0,0,0,0,0
722,68,B00AOJCETC,8/12/19,4944,9,0.00182,1.17,10.55,NULL,0,0,0,0,0
723,68,B00AOJCETC,8/13/19,5117,8,0.001563,1.15,9.22,NULL,0,0,0,0,0
724,68,B00AOJCETC,8/14/19,4444,8,0.0018,1.15,9.21,1.3176,0.0076,6.99,1,1,0
725,68,B00AOJCETC,8/15/19,3758,8,0.002129,1.13,9.07,1.13517,0.0088,7.99,1,1,0
726,68,B00AOJCETC,8/16/19,3393,6,0.001768,1.57,9.39,NULL,0,0,0,0,0
727,68,B00AOJCETC,8/17/19,2731,5,0.001831,1.29,6.44,NULL,0,0,0,0,0
728,80,B00AOJCETC,8/11/19,273,0,0,NULL,0,NULL,NULL,0,0,0,NULL
729,80,B00AOJCETC,8/12/19,289,0,0,NULL,0,NULL,NULL,0,0,0,NULL
730,80,B00AOJCETC,8/13/19,177,4,0.022599,1.12,4.48,NULL,0,0,0,0,0
731,80,B00AOJCETC,8/14/19,275,1,0.003636,0.82,0.82,NULL,0,0,0,0,0
732,80,B00AOJCETC,8/15/19,257,2,0.007782,1.44,2.88,0.360451,0.0277,7.99,1,1,1
733,80,B00AOJCETC,8/16/19,281,0,0,NULL,0,NULL,NULL,0,0,0,NULL
734,80,B00AOJCETC,8/17/19,158,0,0,NULL,0,NULL,NULL,0,0,0,NULL
735,85,B00AOJCETC,8/11/19,1999,2,0.001001,0.9,1.79,NULL,0,0,0,0,0
736,85,B00AOJCETC,8/12/19,1106,3,0.002712,0.91,2.73,NULL,0,0,0,0,0
737,85,B00AOJCETC,8/13/19,1614,2,0.001239,1.32,2.63,0.439799,0.0227,5.98,1,2,1
738,85,B00AOJCETC,8/14/19,961,2,0.002081,1.47,2.93,0.308746,0.0324,9.49,1,1,1
739,85,B00AOJCETC,8/15/19,601,4,0.006656,1.59,6.37,NULL,0,0,0,0,0
740,85,B00AOJCETC,8/16/19,1026,0,0,NULL,0,NULL,NULL,0,0,0,NULL
741,85,B00AOJCETC,8/17/19,1109,0,0,NULL,0,NULL,NULL,0,0,0,NULL
742,90,B009V0ZMO4,8/11/19,341,11,0.032258,1.22,13.37,0.238878,0.0419,55.97,4,8,0
743,90,B009V0ZMO4,8/12/19,461,5,0.010846,0.87,4.37,0.115121,0.0869,37.96,3,4,1
744,90,B009V0ZMO4,8/13/19,530,6,0.011321,0.57,3.44,0.090622,0.1103,37.96,3,4,1
745,90,B009V0ZMO4,8/14/19,413,10,0.024213,0.89,8.9,0.12122,0.0825,73.42,6,8,1
746,90,B009V0ZMO4,8/15/19,465,10,0.021505,1.04,10.37,0.331204,0.0302,31.31,3,4,0
747,90,B009V0ZMO4,8/16/19,471,6,0.012739,1.74,10.44,0.366702,0.0273,28.47,2,3,0
748,90,B009V0ZMO4,8/17/19,426,14,0.032864,1.66,23.27,0.173063,0.0578,134.46,10,21,1
749,90,B00AOJCERY,8/17/19,10,0,0,NULL,0,NULL,NULL,0,0,0,NULL
750,405,B0041VGWGA,8/11/19,415,3,0.007229,1.24,3.71,NULL,0,0,0,0,0
751,405,B0041VGWGA,8/12/19,633,6,0.009479,0.97,5.83,0.420029,0.0238,13.88,2,2,0
752,405,B0041VGWGA,8/13/19,721,1,0.001387,1.21,1.21,0.153359,0.0652,7.89,1,1,1
753,405,B0041VGWGA,8/14/19,383,1,0.002611,0.36,0.36,0.045627,0.2192,7.89,1,1,1
754,405,B0041VGWGA,8/15/19,298,2,0.006711,1.1,2.2,0.289474,0.0345,7.6,1,1,1
755,405,B0041VGWGA,8/16/19,339,1,0.00295,0.35,0.35,NULL,0,0,0,0,0
756,405,B0041VGWGA,8/17/19,196,2,0.010204,1.24,2.48,NULL,0,0,0,0,0
757,100,B001GIOW72,8/11/19,65,1,0.015385,0.29,0.29,0.011549,0.8659,25.11,1,1,1
758,100,B001GIOW72,8/12/19,46,0,0,NULL,0,NULL,NULL,0,0,0,NULL
759,100,B001GIOW72,8/13/19,24,0,0,NULL,0,NULL,NULL,0,0,0,NULL
760,100,B001GIOW72,8/14/19,56,0,0,NULL,0,NULL,NULL,0,0,0,NULL
761,100,B001GIOW72,8/15/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
762,100,B001GIOW72,8/16/19,18,0,0,NULL,0,NULL,NULL,0,0,0,NULL
763,100,B001GIOW72,8/17/19,19,0,0,NULL,0,NULL,NULL,0,0,0,NULL
764,100,B001GIOW6I,8/11/19,22,1,0.045455,0.32,0.32,0.006999,1.4288,45.72,1,2,1
765,100,B001GIOW6I,8/12/19,64,2,0.03125,0.56,1.11,0.068519,0.1459,16.2,1,1,1
766,100,B001GIOW6I,8/13/19,66,1,0.015152,0.71,0.71,NULL,0,0,0,0,0
767,100,B001GIOW6I,8/14/19,32,2,0.0625,0.45,0.9,NULL,0,0,0,0,0
768,100,B001GIOW6I,8/15/19,44,0,0,NULL,0,NULL,NULL,0,0,0,NULL
769,100,B001GIOW6I,8/16/19,36,1,0.027778,1.63,1.63,0.141862,0.0705,11.49,1,3,1
770,100,B001GIOW6I,8/17/19,17,2,0.117647,0.64,1.27,0.020223,0.4945,62.8,3,3,2
771,100,B00834N20U,8/11/19,7,1,0.142857,0.78,0.78,NULL,0,0,0,0,0
772,100,B00834N20U,8/12/19,11,0,0,NULL,0,NULL,NULL,0,0,0,NULL
773,100,B00834N20U,8/13/19,37,0,0,NULL,0,NULL,NULL,0,0,0,NULL
774,100,B00834N20U,8/14/19,3,0,0,NULL,0,NULL,NULL,0,0,0,NULL
775,100,B00834N20U,8/15/19,9,1,0.111111,0.83,0.83,0.020944,0.4775,39.63,1,1,1
776,100,B00834N20U,8/16/19,3,0,0,NULL,0,NULL,NULL,0,0,0,NULL
777,100,B00834N20U,8/17/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
778,100,B001GIOW6S,8/11/19,21,0,0,NULL,0,NULL,NULL,0,0,0,NULL
779,100,B001GIOW6S,8/12/19,33,1,0.030303,0.99,0.99,NULL,0,0,0,0,0
780,100,B001GIOW6S,8/13/19,17,0,0,NULL,0,NULL,NULL,0,0,0,NULL
781,100,B001GIOW6S,8/14/19,15,0,0,NULL,0,NULL,NULL,0,0,0,NULL
782,100,B001GIOW6S,8/15/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
783,100,B001GIOW6S,8/16/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
784,100,B001GIOW6S,8/17/19,12,1,0.083333,1.16,1.16,NULL,0,0,0,0,0
785,120,B001GIOW7M,8/11/19,1716,4,0.002331,8.46,33.85,NULL,0,0,0,0,0
786,120,B001GIOW7M,8/12/19,102,0,0,NULL,0,NULL,NULL,0,0,0,NULL
787,120,B001GIOW7M,8/13/19,51,1,0.019608,0.9,0.9,NULL,0,0,0,0,0
788,120,B001GIOW7M,8/14/19,1379,2,0.00145,1.22,2.44,0.106318,0.0941,22.95,1,1,1
789,120,B001GIOW7M,8/15/19,3708,3,0.000809,4.34,13.03,0.283878,0.0352,45.9,2,2,1
790,120,B001GIOW7M,8/16/19,2339,0,0,NULL,0,NULL,NULL,0,0,0,NULL
791,120,B001GIOW7M,8/17/19,2035,2,0.000983,9.84,19.67,2.58816,0.0039,7.6,1,1,1
792,123,B001GIOW7M,8/11/19,32,0,0,NULL,0,NULL,NULL,0,0,0,NULL
793,123,B001GIOW7M,8/12/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
794,123,B001GIOW7M,8/14/19,27,0,0,NULL,0,NULL,NULL,0,0,0,NULL
795,123,B001GIOW7M,8/15/19,65,0,0,NULL,0,NULL,NULL,0,0,0,NULL
796,123,B001GIOW7M,8/16/19,36,0,0,NULL,0,NULL,NULL,0,0,0,NULL
797,123,B001GIOW7M,8/17/19,45,0,0,NULL,0,NULL,NULL,0,0,0,NULL
798,126,B001GIOW7M,8/11/19,55,0,0,NULL,0,NULL,NULL,0,0,0,NULL
799,126,B001GIOW7M,8/12/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
800,126,B001GIOW7M,8/13/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
801,126,B001GIOW7M,8/14/19,53,2,0.037736,0.48,0.95,0.041394,0.2416,22.95,1,1,1
802,126,B001GIOW7M,8/15/19,83,3,0.036145,0.5,1.5,0.01634,0.612,91.8,3,4,1
803,126,B001GIOW7M,8/16/19,101,0,0,NULL,0,NULL,NULL,0,0,0,NULL
804,126,B001GIOW7M,8/17/19,64,1,0.015625,0.32,0.32,0.022238,0.4497,14.39,1,1,1
805,129,B001GIOW6I,8/11/19,39,0,0,NULL,0,NULL,NULL,0,0,0,NULL
806,129,B001GIOW6I,8/12/19,29,0,0,NULL,0,NULL,NULL,0,0,0,NULL
807,129,B001GIOW6I,8/13/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
808,129,B001GIOW6I,8/14/19,22,0,0,NULL,0,NULL,NULL,0,0,0,NULL
809,129,B001GIOW6I,8/15/19,23,1,0.043478,0.49,0.49,NULL,0,0,0,0,0
810,129,B001GIOW6I,8/16/19,14,0,0,NULL,0,NULL,NULL,0,0,0,NULL
811,129,B001GIOW6I,8/17/19,22,0,0,NULL,0,NULL,NULL,0,0,0,NULL
812,129,B001GIOW72,8/11/19,126,2,0.015873,0.35,0.7,0.08216,0.1217,8.52,1,3,1
813,129,B001GIOW72,8/12/19,144,0,0,NULL,0,NULL,NULL,0,0,0,NULL
814,129,B001GIOW72,8/13/19,161,0,0,NULL,0,NULL,NULL,0,0,0,NULL
815,129,B001GIOW72,8/14/19,124,0,0,NULL,0,NULL,NULL,0,0,0,NULL
816,129,B001GIOW72,8/15/19,165,0,0,NULL,0,NULL,NULL,0,0,0,NULL
817,129,B001GIOW72,8/16/19,89,0,0,NULL,0,NULL,NULL,0,0,0,NULL
818,129,B001GIOW72,8/17/19,62,0,0,NULL,0,NULL,NULL,0,0,0,NULL
819,129,B00834N20U,8/11/19,125,0,0,NULL,0,NULL,NULL,0,0,0,NULL
820,129,B00834N20U,8/12/19,119,1,0.008403,0.31,0.31,NULL,0,0,0,0,0
821,129,B00834N20U,8/13/19,147,0,0,NULL,0,NULL,NULL,0,0,0,NULL
822,129,B00834N20U,8/14/19,142,0,0,NULL,0,NULL,NULL,0,0,0,NULL
823,129,B00834N20U,8/15/19,129,0,0,NULL,0,NULL,NULL,0,0,0,NULL
824,129,B00834N20U,8/16/19,108,0,0,NULL,0,NULL,NULL,0,0,0,NULL
825,129,B00834N20U,8/17/19,119,0,0,NULL,0,NULL,NULL,0,0,0,NULL
826,129,B001GIOW6S,8/11/19,179,0,0,NULL,0,NULL,NULL,0,0,0,NULL
827,129,B001GIOW6S,8/12/19,189,1,0.005291,0.5,0.5,NULL,0,0,0,0,0
828,129,B001GIOW6S,8/13/19,209,0,0,NULL,0,NULL,NULL,0,0,0,NULL
829,129,B001GIOW6S,8/14/19,173,0,0,NULL,0,NULL,NULL,0,0,0,NULL
830,129,B001GIOW6S,8/15/19,181,0,0,NULL,0,NULL,NULL,0,0,0,NULL
831,129,B001GIOW6S,8/16/19,169,0,0,NULL,0,NULL,NULL,0,0,0,NULL
832,129,B001GIOW6S,8/17/19,156,0,0,NULL,0,NULL,NULL,0,0,0,NULL
833,150,B001GIOW7M,8/11/19,10558,17,0.00161,1.38,23.45,NULL,0,0,0,0,0
834,150,B001GIOW7M,8/12/19,808,0,0,NULL,0,NULL,NULL,0,0,0,NULL
835,150,B001GIOW7M,8/13/19,384,0,0,NULL,0,NULL,NULL,0,0,0,NULL
836,150,B001GIOW7M,8/14/19,11298,16,0.001416,1.39,22.25,0.973742,0.0103,22.85,1,1,0
837,150,B001GIOW7M,8/15/19,17244,16,0.000928,1.36,21.76,0.948148,0.0105,22.95,1,1,0
838,150,B001GIOW7M,8/16/19,14084,16,0.001136,1.45,23.24,0.427049,0.0234,54.42,3,5,0
839,150,B001GIOW7M,8/17/19,23334,16,0.000686,1.37,21.99,NULL,0,0,0,0,0
840,491,B0041VGWGA,8/11/19,5014,24,0.004787,1.12,26.77,0.563105,0.0178,47.54,2,6,0
841,491,B0041VGWGA,8/12/19,4364,11,0.002521,1.06,11.66,0.210014,0.0476,55.52,4,8,0
842,491,B0041VGWGA,8/13/19,5105,14,0.002742,1.1,15.42,0.651458,0.0154,23.67,3,3,0
843,491,B0041VGWGA,8/14/19,3640,7,0.001923,1.12,7.82,0.991128,0.0101,7.89,1,1,0
844,491,B0041VGWGA,8/15/19,3910,12,0.003069,1.01,12.17,0.527068,0.019,23.09,2,3,0
845,491,B0041VGWGA,8/16/19,4021,3,0.000746,0.96,2.89,NULL,0,0,0,0,0
846,491,B0041VGWGA,8/17/19,3396,6,0.001767,1.18,7.07,0.584781,0.0171,12.09,2,3,0
847,153,B001GIOW6I,8/11/19,1291,6,0.004648,0.98,5.85,NULL,0,0,0,0,0
848,153,B001GIOW6I,8/12/19,1311,3,0.002288,1.6,4.79,0.190761,0.0524,25.11,1,1,0
849,153,B001GIOW6I,8/13/19,1108,2,0.001805,1.1,2.2,NULL,0,0,0,0,0
850,153,B001GIOW6I,8/14/19,881,2,0.00227,0.98,1.96,NULL,0,0,0,0,0
851,153,B001GIOW6I,8/15/19,886,3,0.003386,1.11,3.34,NULL,0,0,0,0,0
852,153,B001GIOW6I,8/16/19,713,6,0.008415,1.22,7.33,NULL,0,0,0,0,0
853,153,B001GIOW6I,8/17/19,693,3,0.004329,1.08,3.24,NULL,0,0,0,0,0
854,153,B001GIOW72,8/11/19,2436,5,0.002053,1.17,5.84,NULL,0,0,0,0,0
855,153,B001GIOW72,8/12/19,2927,2,0.000683,0.99,1.98,NULL,0,0,0,0,0
856,153,B001GIOW72,8/13/19,2388,2,0.000838,1.41,2.82,NULL,0,0,0,0,0
857,153,B001GIOW72,8/14/19,1444,4,0.00277,1.01,4.02,NULL,0,0,0,0,0
858,153,B001GIOW72,8/15/19,1846,1,0.000542,0.85,0.85,NULL,0,0,0,0,0
859,153,B001GIOW72,8/16/19,1314,0,0,NULL,0,NULL,NULL,0,0,0,NULL
860,153,B001GIOW72,8/17/19,1339,3,0.00224,1.01,3.02,NULL,0,0,0,0,0
861,153,B00834N20U,8/11/19,296,0,0,NULL,0,NULL,NULL,0,0,0,NULL
862,153,B00834N20U,8/12/19,330,1,0.00303,1.21,1.21,NULL,0,0,0,0,0
863,153,B00834N20U,8/13/19,283,0,0,NULL,0,NULL,NULL,0,0,0,NULL
864,153,B00834N20U,8/14/19,218,0,0,NULL,0,NULL,NULL,0,0,0,NULL
865,153,B00834N20U,8/15/19,272,0,0,NULL,0,NULL,NULL,0,0,0,NULL
866,153,B00834N20U,8/16/19,225,0,0,NULL,0,NULL,NULL,0,0,0,NULL
867,153,B00834N20U,8/17/19,194,1,0.005155,0.78,0.78,NULL,0,0,0,0,0
868,153,B001GIOW6S,8/11/19,528,1,0.001894,1.2,1.2,NULL,0,0,0,0,0
869,153,B001GIOW6S,8/12/19,697,1,0.001435,1.09,1.09,0.067284,0.1486,16.2,1,1,1
870,153,B001GIOW6S,8/13/19,515,1,0.001942,1.11,1.11,0.068519,0.1459,16.2,1,1,1
871,153,B001GIOW6S,8/14/19,471,0,0,NULL,0,NULL,NULL,0,0,0,NULL
872,153,B001GIOW6S,8/15/19,359,1,0.002786,0.9,0.9,NULL,0,0,0,0,0
873,153,B001GIOW6S,8/16/19,288,0,0,NULL,0,NULL,NULL,0,0,0,NULL
874,153,B001GIOW6S,8/17/19,338,1,0.002959,1.22,1.22,NULL,0,0,0,0,0
875,175,B001GIOW6S,8/11/19,108,0,0,NULL,0,NULL,NULL,0,0,0,NULL
876,175,B001GIOW6S,8/12/19,83,0,0,NULL,0,NULL,NULL,0,0,0,NULL
877,175,B001GIOW6S,8/13/19,122,0,0,NULL,0,NULL,NULL,0,0,0,NULL
878,175,B001GIOW6S,8/14/19,58,0,0,NULL,0,NULL,NULL,0,0,0,NULL
879,175,B001GIOW6S,8/15/19,124,0,0,NULL,0,NULL,NULL,0,0,0,NULL
880,175,B001GIOW6S,8/16/19,74,0,0,NULL,0,NULL,NULL,0,0,0,NULL
881,175,B001GIOW6S,8/17/19,78,0,0,NULL,0,NULL,NULL,0,0,0,NULL
882,175,B001GIOW6I,8/11/19,54,0,0,NULL,0,NULL,NULL,0,0,0,NULL
883,175,B001GIOW6I,8/12/19,65,0,0,NULL,0,NULL,NULL,0,0,0,NULL
884,175,B001GIOW6I,8/13/19,54,0,0,NULL,0,NULL,NULL,0,0,0,NULL
885,175,B001GIOW6I,8/14/19,59,0,0,NULL,0,NULL,NULL,0,0,0,NULL
886,175,B001GIOW6I,8/15/19,67,0,0,NULL,0,NULL,NULL,0,0,0,NULL
887,175,B001GIOW6I,8/16/19,61,0,0,NULL,0,NULL,NULL,0,0,0,NULL
888,175,B001GIOW6I,8/17/19,55,0,0,NULL,0,NULL,NULL,0,0,0,NULL
889,175,B001GIOW72,8/11/19,405,0,0,NULL,0,NULL,NULL,0,0,0,NULL
890,175,B001GIOW72,8/12/19,417,0,0,NULL,0,NULL,NULL,0,0,0,NULL
891,175,B001GIOW72,8/13/19,279,0,0,NULL,0,NULL,NULL,0,0,0,NULL
892,175,B001GIOW72,8/14/19,207,0,0,NULL,0,NULL,NULL,0,0,0,NULL
893,175,B001GIOW72,8/15/19,255,0,0,NULL,0,NULL,NULL,0,0,0,NULL
894,175,B001GIOW72,8/16/19,215,0,0,NULL,0,NULL,NULL,0,0,0,NULL
895,175,B001GIOW72,8/17/19,171,0,0,NULL,0,NULL,NULL,0,0,0,NULL
896,175,B00834N20U,8/11/19,34,0,0,NULL,0,NULL,NULL,0,0,0,NULL
897,175,B00834N20U,8/12/19,17,0,0,NULL,0,NULL,NULL,0,0,0,NULL
898,175,B00834N20U,8/13/19,14,0,0,NULL,0,NULL,NULL,0,0,0,NULL
899,175,B00834N20U,8/14/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
900,175,B00834N20U,8/15/19,34,0,0,NULL,0,NULL,NULL,0,0,0,NULL
901,175,B00834N20U,8/16/19,24,0,0,NULL,0,NULL,NULL,0,0,0,NULL
902,175,B00834N20U,8/17/19,29,0,0,NULL,0,NULL,NULL,0,0,0,NULL
903,196,B000TU3EKY,8/17/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
904,196,B001G7PQM8,8/12/19,3576,4,0.001119,1.93,7.73,0.24232,0.0413,31.9,2,2,1
905,196,B001G7PQM8,8/13/19,4081,2,0.00049,1.27,2.53,NULL,0,0,0,0,0
906,196,B001G7PQM8,8/14/19,2308,3,0.0013,1.06,3.19,0.110841,0.0902,28.78,2,2,1
907,196,B001G7PQM8,8/15/19,3078,4,0.0013,1.14,4.55,0.430871,0.0232,10.56,1,4,0
908,196,B001G7PQM8,8/16/19,2046,4,0.001955,1.02,4.08,NULL,0,0,0,0,0
909,196,B001G7PQM8,8/17/19,1113,1,0.000898,2.39,2.39,NULL,0,0,0,0,0
910,196,B004A7JDF2,8/11/19,1916,6,0.003132,3.42,20.53,3.88826,0.0026,5.28,1,2,0
911,196,B004A7JDF2,8/12/19,1313,5,0.003808,1.19,5.93,0.050322,0.1987,117.84,1,6,0
912,196,B004A7JDF2,8/13/19,1763,4,0.002269,1.36,5.43,NULL,0,0,0,0,0
913,196,B004A7JDF2,8/14/19,1011,3,0.002967,1.23,3.68,NULL,0,0,0,0,0
914,196,B004A7JDF2,8/15/19,900,1,0.001111,1.04,1.04,NULL,0,0,0,0,0
915,196,B004A7JDF2,8/16/19,819,2,0.002442,1.37,2.73,NULL,0,0,0,0,0
916,196,B004A7JDF2,8/17/19,594,0,0,NULL,0,NULL,NULL,0,0,0,NULL
917,196,B00MH8YUOA,8/11/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
918,196,B00MH8YUOA,8/13/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
919,196,B00MH8YUOA,8/17/19,131,0,0,NULL,0,NULL,NULL,0,0,0,NULL
920,216,B004A7JDF2,8/11/19,538,4,0.007435,1.63,6.51,0.165733,0.0603,39.28,1,2,0
921,216,B004A7JDF2,8/12/19,315,3,0.009524,0.86,2.59,0.151995,0.0658,17.04,2,2,1
922,216,B004A7JDF2,8/13/19,201,0,0,NULL,0,NULL,NULL,0,0,0,NULL
923,216,B004A7JDF2,8/14/19,253,0,0,NULL,0,NULL,NULL,0,0,0,NULL
924,216,B004A7JDF2,8/15/19,165,0,0,NULL,0,NULL,NULL,0,0,0,NULL
925,216,B004A7JDF2,8/16/19,103,1,0.009709,6.32,6.32,NULL,0,0,0,0,0
926,216,B004A7JDF2,8/17/19,153,0,0,NULL,0,NULL,NULL,0,0,0,NULL
927,216,B00MH8YUOA,8/12/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
928,216,B00MH8YUOA,8/15/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
929,216,B00MH8YUOA,8/17/19,12,1,0.083333,1.04,1.04,NULL,0,0,0,0,0
930,216,B001G7PQM8,8/13/19,643,11,0.017107,1.3,14.26,0.109692,0.0912,130,8,9,1
931,216,B001G7PQM8,8/14/19,457,8,0.017505,1.11,8.88,0.09754,0.1025,91.04,6,7,1
932,216,B001G7PQM8,8/15/19,492,17,0.034553,1.3,22.08,0.109016,0.0917,202.54,10,13,1
933,216,B001G7PQM8,8/16/19,469,10,0.021322,1.1,11.02,0.07849,0.1274,140.4,8,8,1
934,216,B001G7PQM8,8/17/19,430,9,0.02093,1.68,15.08,0.20959,0.0477,71.95,5,5,1
935,228,B01CJB7FIW,8/11/19,2254,7,0.003106,2.45,17.17,NULL,0,0,0,0,0
936,228,B01CJB7FIW,8/12/19,1084,2,0.001845,1.36,2.71,NULL,0,0,0,0,0
937,228,B01CJB7FIW,8/13/19,1310,3,0.00229,1.8,5.39,NULL,0,0,0,0,0
938,228,B01CJB7FIW,8/14/19,637,2,0.00314,1.43,2.85,0.033388,0.2995,85.36,3,3,2
939,228,B01CJB7FIW,8/15/19,599,2,0.003339,0.86,1.72,0.055305,0.1808,31.1,1,1,1
940,228,B01CJB7FIW,8/16/19,519,0,0,NULL,0,NULL,NULL,0,0,0,NULL
941,228,B01CJB7FIW,8/17/19,492,1,0.002033,2.2,2.2,NULL,0,0,0,0,0
942,228,B002UVKMVY,8/11/19,211,1,0.004739,1.58,1.58,NULL,0,0,0,0,0
943,228,B002UVKMVY,8/12/19,5222,20,0.00383,1.54,30.87,0.328649,0.0304,93.93,3,3,0
944,228,B002UVKMVY,8/13/19,6106,20,0.003275,1.66,33.22,NULL,0,0,0,0,0
945,228,B002UVKMVY,8/14/19,3477,9,0.002588,1.54,13.85,0.442351,0.0226,31.31,1,1,0
946,228,B002UVKMVY,8/15/19,3662,11,0.003004,1.63,17.93,0.51761,0.0193,34.64,2,2,0
947,228,B002UVKMVY,8/16/19,3059,4,0.001308,1.48,5.93,NULL,0,0,0,0,0
948,228,B002UVKMVY,8/17/19,2624,3,0.001143,1.16,3.49,0.201501,0.0496,17.32,1,1,0
949,242,B01CJB7FIW,8/11/19,360,12,0.033333,1.28,15.34,0.138298,0.0723,110.92,4,4,0
950,242,B01CJB7FIW,8/12/19,89,0,0,NULL,0,NULL,NULL,0,0,0,NULL
951,242,B01CJB7FIW,8/13/19,64,0,0,NULL,0,NULL,NULL,0,0,0,NULL
952,242,B01CJB7FIW,8/14/19,74,0,0,NULL,0,NULL,NULL,0,0,0,NULL
953,242,B01CJB7FIW,8/15/19,143,0,0,NULL,0,NULL,NULL,0,0,0,NULL
954,242,B01CJB7FIW,8/16/19,133,0,0,NULL,0,NULL,NULL,0,0,0,NULL
955,242,B01CJB7FIW,8/17/19,94,0,0,NULL,0,NULL,NULL,0,0,0,NULL
956,242,B002UVKMVY,8/11/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
957,242,B002UVKMVY,8/12/19,590,10,0.016949,1,10.02,0.036822,0.2716,272.12,14,15,1
958,242,B002UVKMVY,8/13/19,504,5,0.009921,1.12,5.6,0.076775,0.1303,72.94,3,4,1
959,242,B002UVKMVY,8/14/19,465,10,0.021505,1.52,15.16,0.096937,0.1032,156.39,7,11,1
960,242,B002UVKMVY,8/15/19,453,4,0.00883,0.93,3.73,0.046906,0.2132,79.52,3,3,1
961,242,B002UVKMVY,8/16/19,347,10,0.028818,1.66,16.61,0.144347,0.0693,115.07,7,8,1
962,242,B002UVKMVY,8/17/19,412,6,0.014563,2.08,12.47,0.27233,0.0367,45.79,2,4,0
963,255,B001G7PQM8,8/12/19,358,0,0,NULL,0,NULL,NULL,0,0,0,NULL
964,255,B001G7PQM8,8/13/19,560,1,0.001786,1.03,1.03,0.04025,0.2484,25.59,2,2,2
965,255,B001G7PQM8,8/14/19,672,1,0.001488,1.47,1.47,0.556818,0.018,2.64,1,1,1
966,255,B001G7PQM8,8/15/19,320,0,0,NULL,0,NULL,NULL,0,0,0,NULL
967,255,B001G7PQM8,8/16/19,304,0,0,NULL,0,NULL,NULL,0,0,0,NULL
968,255,B001G7PQM8,8/17/19,130,0,0,NULL,0,NULL,NULL,0,0,0,NULL
969,255,B004A7JDF2,8/11/19,338,0,0,NULL,0,NULL,NULL,0,0,0,NULL
970,255,B004A7JDF2,8/12/19,102,0,0,NULL,0,NULL,NULL,0,0,0,NULL
971,255,B004A7JDF2,8/13/19,104,0,0,NULL,0,NULL,NULL,0,0,0,NULL
972,255,B004A7JDF2,8/14/19,67,0,0,NULL,0,NULL,NULL,0,0,0,NULL
973,255,B004A7JDF2,8/15/19,45,0,0,NULL,0,NULL,NULL,0,0,0,NULL
974,255,B004A7JDF2,8/16/19,41,0,0,NULL,0,NULL,NULL,0,0,0,NULL
975,255,B004A7JDF2,8/17/19,47,0,0,NULL,0,NULL,NULL,0,0,0,NULL
976,255,B00MH8YUOA,8/17/19,16,0,0,NULL,0,NULL,NULL,0,0,0,NULL
977,255,B000TU3EKY,8/17/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
978,273,B002UVKMVY,8/11/19,33,0,0,NULL,0,NULL,NULL,0,0,0,NULL
979,273,B002UVKMVY,8/12/19,537,3,0.005587,0.23,0.68,NULL,0,0,0,0,0
980,273,B002UVKMVY,8/13/19,551,2,0.00363,0.36,0.71,NULL,0,0,0,0,0
981,273,B002UVKMVY,8/14/19,493,0,0,NULL,0,NULL,NULL,0,0,0,NULL
